,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
53734,53735,0.77,Premium,E,SI2,61.3,55.0,2723,5.9,5.85,3.6
2118,2119,1.02,Fair,J,SI2,65.0,59.0,3119,6.34,6.24,4.08
19981,19982,1.59,Very Good,J,VS2,62.9,58.1,8526,7.39,7.45,4.66
14071,14072,1.04,Good,D,SI1,63.7,58.0,5708,6.43,6.39,4.08
1130,1131,0.73,Ideal,G,VVS2,61.9,55.0,2919,5.83,5.77,3.59
42194,42195,0.6,Premium,G,SI1,60.8,58.0,1286,5.44,5.39,3.29
17800,17801,1.04,Premium,E,VS2,61.1,59.0,7175,6.56,6.54,4.0
22233,22234,1.6,Premium,F,SI2,58.7,58.0,10286,7.76,7.68,4.53
17945,17946,1.02,Very Good,E,VS1,58.9,59.0,7253,6.52,6.65,3.88
34389,34390,0.41,Ideal,F,VS2,61.8,56.0,863,4.78,4.8,2.96
5397,5398,0.3,Premium,D,SI2,62.4,58.0,574,4.31,4.28,2.68
11719,11720,0.34,Ideal,E,SI1,61.4,54.0,596,4.5,4.53,2.77
5441,5442,0.91,Very Good,G,SI1,63.0,57.0,3830,6.14,6.2,3.89
32046,32047,0.37,Very Good,E,VVS2,61.2,55.0,779,4.63,4.68,2.85
31040,31041,0.34,Ideal,D,VS1,61.4,56.0,749,4.5,4.53,2.77
11723,11724,0.34,Ideal,G,VS2,61.1,55.0,596,4.52,4.55,2.77
24668,24669,1.51,Very Good,F,VS2,63.7,60.0,13012,7.2,7.24,4.6
27571,27572,2.01,Ideal,F,SI2,61.7,56.0,18394,8.12,8.16,5.02
22003,22004,1.31,Ideal,G,VS1,61.5,57.0,10071,7.06,7.02,4.33
51633,51634,0.31,Very Good,H,VS1,61.4,61.0,544,4.33,4.36,2.67
34254,34255,0.34,Ideal,F,VS2,61.4,55.0,856,4.54,4.52,2.78
5620,5621,0.9,Fair,E,VS2,65.2,61.0,3875,6.01,5.98,3.91
31952,31953,0.31,Ideal,I,VS2,62.1,54.0,452,4.35,4.38,2.71
40626,40627,0.41,Ideal,E,VS1,61.8,57.0,1153,4.79,4.76,2.95
15064,15065,1.18,Very Good,F,SI1,59.9,59.0,6053,6.85,6.87,4.11
1238,1239,1.01,Fair,G,SI2,67.1,59.0,2942,6.27,6.19,4.18
6659,6660,0.72,Ideal,E,VVS2,62.0,54.9,4094,5.75,5.78,3.57
6109,6110,1.06,Ideal,E,SI2,60.7,57.0,3977,6.61,6.59,4.0
43273,43274,0.3,Very Good,I,SI1,63.3,59.0,506,4.3,4.23,2.7
41999,42000,0.43,Ideal,D,VS1,62.1,55.0,1264,4.86,4.83,3.01
15583,15584,1.2,Premium,F,SI1,62.4,58.0,6250,6.81,6.75,4.23
44935,44936,0.56,Ideal,G,SI1,61.5,56.0,1633,5.31,5.32,3.27
46234,46235,0.58,Ideal,E,VS2,62.0,57.0,1752,5.33,5.35,3.31
25534,25535,1.66,Premium,D,SI1,62.0,59.0,14354,7.6,7.55,4.7
44905,44906,0.54,Ideal,H,VS1,61.6,59.0,1630,5.22,5.24,3.22
41138,41139,0.5,Good,G,SI1,63.9,57.0,1197,5.02,5.06,3.22
49505,49506,0.61,Good,F,VS1,60.6,60.3,2120,5.46,5.51,3.32
12416,12417,1.29,Ideal,J,SI1,61.6,57.0,5237,7.0,7.06,4.33
39569,39570,0.44,Ideal,G,VVS2,61.8,56.0,1081,4.9,4.94,3.04
6967,6968,0.92,Premium,D,SI2,62.5,55.0,4150,6.21,6.18,3.87
38249,38250,0.36,Ideal,D,VS1,62.8,55.0,1018,4.55,4.52,2.85
39967,39968,0.4,Ideal,E,VVS2,61.4,59.0,1106,4.71,4.74,2.9
50383,50384,0.7,Premium,H,VS2,61.0,59.0,2251,5.72,5.65,3.47
12303,12304,1.09,Ideal,H,SI1,62.3,55.0,5219,6.61,6.58,4.11
16457,16458,1.01,Very Good,E,VS2,60.4,57.0,6577,6.45,6.49,3.91
15303,15304,1.12,Ideal,I,SI1,60.3,57.0,6143,6.74,6.79,4.08
8001,8002,1.01,Premium,G,SI2,60.1,59.0,4327,6.55,6.46,3.91
22032,22033,0.34,Ideal,H,SI1,60.7,56.0,628,4.58,4.52,2.76
6076,6077,0.91,Very Good,E,SI2,62.8,59.0,3968,6.13,6.16,3.86
42844,42845,0.41,Ideal,F,VVS1,61.7,57.0,1356,4.8,4.77,2.95
27949,27950,0.3,Very Good,G,SI1,62.5,56.0,432,4.27,4.3,2.68
21325,21326,1.51,Premium,F,SI2,59.9,58.0,9471,7.53,7.46,4.49
41610,41611,0.27,Very Good,G,VVS2,62.4,56.0,504,4.13,4.16,2.58
9560,9561,1.06,Ideal,H,SI2,60.6,55.0,4622,6.62,6.65,4.02
32628,32629,0.28,Very Good,D,VS1,60.5,58.0,458,4.23,4.26,2.57
6243,6244,0.91,Very Good,I,VS2,59.9,58.0,4008,6.35,6.27,3.78
15324,15325,1.23,Ideal,H,SI2,62.4,57.0,6152,6.79,6.84,4.25
45624,45625,0.55,Ideal,D,SI1,60.6,56.0,1692,5.27,5.32,3.21
27992,27993,0.3,Premium,E,VS2,60.4,58.0,658,4.3,4.34,2.61
10960,10961,0.94,Very Good,D,SI1,60.7,60.0,4902,6.27,6.32,3.82
37178,37179,0.32,Ideal,D,VS2,61.8,57.0,972,4.36,4.35,2.69
5616,5617,1.12,Ideal,G,I1,60.3,57.0,3874,6.73,6.8,4.08
30011,30012,0.42,Very Good,F,SI1,63.1,56.0,717,4.77,4.8,3.02
30078,30079,0.32,Ideal,I,VVS2,63.0,57.0,720,4.37,4.33,2.74
45618,45619,0.55,Ideal,F,VS2,61.7,57.0,1692,5.24,5.29,3.25
13495,13496,0.7,Ideal,D,VVS2,61.4,56.0,5539,5.72,5.75,3.53
36541,36542,0.4,Premium,F,SI1,62.3,57.0,945,4.74,4.67,2.93
24512,24513,2.14,Premium,G,SI2,60.1,58.0,12792,8.4,8.35,5.03
50212,50213,0.8,Good,D,SI2,64.0,60.0,2229,5.91,5.81,3.75
2749,2750,0.76,Ideal,H,VVS2,61.0,56.0,3249,5.85,5.91,3.59
6105,6106,0.9,Very Good,F,SI2,62.0,59.0,3977,6.2,6.1,3.81
27185,27186,2.44,Very Good,J,SI1,62.9,53.0,17472,8.58,8.62,5.41
24119,24120,1.63,Very Good,F,SI1,59.7,62.0,12282,7.65,7.73,4.59
2802,2803,0.9,Very Good,D,SI2,59.0,61.0,3262,6.28,6.32,3.72
40041,40042,0.54,Ideal,E,SI2,62.7,57.0,1111,5.2,5.23,3.27
45593,45594,0.52,Ideal,D,VS2,62.1,57.0,1689,5.13,5.17,3.2
46056,46057,0.51,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22
14878,14879,1.16,Ideal,E,SI2,61.9,55.0,5991,6.71,6.77,4.17
21107,21108,1.5,Good,I,VS1,61.2,62.0,9278,7.26,7.32,4.46
25906,25907,2.07,Ideal,H,SI2,62.3,59.0,15036,8.1,8.14,5.06
21471,21472,1.2,Ideal,G,VVS1,61.2,56.0,9570,6.89,6.86,4.21
39845,39846,0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6
17654,17655,1.16,Ideal,G,VS2,61.7,57.0,7113,6.72,6.8,4.17
1104,1105,0.71,Ideal,D,SI1,61.7,57.0,2913,5.7,5.75,3.53
38074,38075,0.3,Ideal,E,VVS2,61.7,57.0,1013,4.34,4.31,2.67
21236,21237,1.5,Very Good,G,SI2,63.1,57.0,9384,7.29,7.25,4.59
26267,26268,1.68,Ideal,G,VS2,62.5,54.0,15740,7.61,7.64,4.76
31748,31749,0.44,Premium,G,SI1,61.9,58.0,772,4.83,4.87,3.0
26204,26205,1.5,Very Good,F,VS1,60.5,55.0,15585,7.39,7.48,4.5
41535,41536,0.42,Ideal,G,VVS1,61.4,56.0,1235,4.83,4.81,2.96
15015,15016,1.02,Very Good,D,SI1,62.8,56.0,6047,6.39,6.44,4.03
24298,24299,1.6,Good,H,VS1,59.9,61.0,12546,7.59,7.56,4.54
43769,43770,0.54,Very Good,H,VS2,63.2,55.0,1439,5.24,5.2,3.3
40525,40526,0.58,Very Good,J,VS2,59.5,62.0,1147,5.41,5.44,3.23
33700,33701,0.3,Ideal,E,VVS1,61.5,58.0,838,4.28,4.31,2.64
10404,10405,0.31,Good,D,SI2,63.7,58.0,593,4.3,4.27,2.73
39660,39661,0.42,Ideal,G,VS2,61.8,56.0,1087,4.84,4.81,2.98
53818,53819,0.81,Very Good,E,SI2,63.7,57.0,2735,5.86,5.94,3.76
14333,14334,1.04,Ideal,H,VS2,60.7,56.0,5805,6.56,6.61,4.0
37718,37719,0.34,Premium,G,VVS2,61.4,59.0,995,4.52,4.47,2.76
45239,45240,0.53,Ideal,D,VS2,61.0,56.0,1659,5.26,5.29,3.22
30284,30285,0.34,Premium,F,SI2,60.0,58.0,447,4.55,4.58,2.74
15600,15601,1.01,Very Good,G,VVS2,61.9,58.0,6257,6.38,6.48,3.98
45546,45547,0.51,Premium,D,SI1,60.3,59.0,1687,5.22,5.2,3.14
23216,23217,1.72,Ideal,I,VS2,62.8,57.0,11226,7.69,7.63,4.81
50465,50466,0.71,Ideal,I,VS2,63.1,57.0,2265,5.66,5.71,3.59
25784,25785,2.0,Premium,I,VS2,58.5,61.0,14763,8.28,8.19,4.82
32406,32407,0.37,Ideal,F,SI1,62.4,54.0,791,4.63,4.6,2.88
46281,46282,0.5,Very Good,E,VS1,61.4,55.0,1755,5.09,5.14,3.14
25666,25667,2.09,Premium,H,SI2,61.4,60.0,14581,8.24,8.2,5.05
19504,19505,1.51,Premium,E,SI2,59.3,61.0,8135,7.57,7.51,4.47
41826,41827,0.31,Ideal,D,IF,61.1,56.0,1251,4.39,4.42,2.69
2674,2675,0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39
38998,38999,0.37,Very Good,E,VVS1,60.9,56.0,1055,4.65,4.67,2.84
21383,21384,0.34,Ideal,D,SI1,61.5,53.0,626,4.51,4.53,2.78
48960,48961,0.36,Ideal,D,SI2,62.0,56.0,537,4.56,4.6,2.84
27190,27191,1.7,Good,D,VS2,63.6,56.0,17485,7.56,7.5,4.79
48588,48589,0.54,Premium,D,VS2,61.7,58.0,1993,5.24,5.16,3.21
14834,14835,1.25,Very Good,I,VS2,62.7,58.0,5975,6.74,6.95,4.29
43047,43048,0.41,Very Good,D,VVS1,61.9,60.0,1376,4.71,4.75,2.93
2636,2637,0.71,Ideal,H,VS1,60.8,57.0,3229,5.74,5.79,3.51
58,59,0.3,Very Good,I,SI1,63.0,57.0,405,4.28,4.32,2.71
33241,33242,0.41,Ideal,F,SI1,61.4,56.0,824,4.77,4.8,2.94
42034,42035,0.53,Good,F,SI1,63.8,58.0,1268,5.12,5.17,3.28
32311,32312,0.3,Very Good,G,VVS1,62.1,61.0,789,4.27,4.3,2.66
43069,43070,0.6,Very Good,J,VS1,62.6,56.0,1378,5.37,5.41,3.37
50545,50546,0.71,Premium,F,SI2,62.1,60.0,2275,5.7,5.66,3.53
15333,15334,1.02,Ideal,D,SI1,61.3,56.0,6157,6.48,6.53,3.99
42777,42778,0.5,Very Good,H,VS2,62.6,56.0,1349,4.99,5.11,3.16
21747,21748,1.52,Very Good,D,SI2,58.6,59.0,9817,7.43,7.48,4.37
12559,12560,1.01,Good,G,SI1,59.8,61.0,5277,6.45,6.49,3.87
9740,9741,1.0,Fair,F,SI1,65.8,58.0,4657,6.23,6.15,4.07
43766,43767,0.41,Ideal,F,IF,61.7,56.0,1439,4.79,4.83,2.97
51543,51544,0.83,Fair,G,SI2,64.4,57.0,2386,5.93,5.86,3.8
1293,1294,0.74,Ideal,I,IF,62.1,53.9,2952,5.79,5.81,3.6
21873,21874,1.7,Premium,J,VS2,62.8,59.0,9939,7.6,7.55,4.76
16373,16374,0.33,Very Good,I,VVS1,62.5,61.0,608,4.38,4.42,2.75
31241,31242,0.31,Ideal,F,VS2,61.9,55.0,757,4.35,4.37,2.7
42593,42594,0.5,Very Good,E,SI1,61.9,53.0,1331,5.14,5.16,3.19
39731,39732,0.5,Premium,H,SI1,58.7,59.0,1091,5.15,5.11,3.01
5166,5167,1.02,Good,H,SI2,57.9,61.0,3770,6.75,6.68,3.89
22721,22722,1.58,Ideal,H,SI1,61.4,56.0,10738,7.53,7.46,4.6
14030,14031,1.22,Ideal,H,SI2,61.7,56.0,5703,6.83,6.91,4.24
39717,39718,0.5,Good,E,SI1,64.2,59.0,1090,5.03,4.97,3.21
47281,47282,0.3,Very Good,J,VS1,61.9,56.0,394,4.28,4.32,2.66
33050,33051,0.3,Ideal,F,VVS1,62.5,57.0,814,4.26,4.29,2.67
25333,25334,1.2,Ideal,D,VVS2,62.7,54.0,14033,6.8,6.82,4.27
42611,42612,0.32,Very Good,H,VS2,62.8,55.0,505,4.38,4.41,2.76
15494,15495,0.9,Very Good,D,VS1,62.2,58.0,6208,6.14,6.18,3.83
25157,25158,2.07,Premium,J,SI1,61.7,60.0,13731,8.23,8.15,5.05
5279,5280,0.9,Very Good,D,SI2,62.5,58.0,3798,6.12,6.16,3.84
38045,38046,0.41,Ideal,H,VVS1,61.5,55.0,1011,4.81,4.79,2.95
48415,48416,0.73,Premium,F,SI2,60.2,59.0,1971,5.87,5.82,3.52
43995,43996,0.3,Good,J,VS1,63.4,57.0,394,4.23,4.26,2.69
33087,33088,0.29,Very Good,F,IF,59.9,56.0,815,4.35,4.37,2.61
53373,53374,0.75,Ideal,I,VS1,61.1,59.0,2659,5.85,5.87,3.58
5250,5251,1.0,Premium,J,VS2,60.3,58.0,3790,6.49,6.44,3.9
17044,17045,0.28,Ideal,F,VVS2,61.6,55.0,612,4.22,4.26,2.61
18001,18002,1.0,Premium,D,VS1,61.0,58.0,7280,6.46,6.42,3.93
16011,16012,1.01,Very Good,G,VS2,61.6,60.0,6406,6.42,6.47,3.97
7017,7018,1.0,Good,F,SI1,63.7,58.0,4158,6.29,6.34,4.02
14980,14981,1.03,Very Good,G,VS2,62.1,57.0,6036,6.41,6.48,4.0
26504,26505,2.38,Very Good,J,VS2,62.6,59.0,16126,8.49,8.52,5.32
11330,11331,1.26,Very Good,J,SI1,61.8,58.0,4989,6.88,6.91,4.26
27803,27804,0.37,Premium,G,VS2,61.2,60.0,649,4.58,4.63,2.82
32573,32574,0.38,Ideal,F,VS2,62.2,57.0,800,4.6,4.63,2.87
1002,1003,0.98,Good,H,SI2,57.9,56.0,2898,6.51,6.47,3.76
13349,13350,1.02,Very Good,E,SI1,63.1,61.0,5508,6.42,6.35,4.03
26234,26235,1.42,Very Good,F,VVS1,58.4,62.0,15665,7.35,7.38,4.3
30273,30274,0.31,Ideal,I,VS2,62.1,53.7,447,4.37,4.4,2.72
51028,51029,0.7,Premium,G,VS2,58.2,60.0,2328,5.84,5.78,3.38
42430,42431,0.57,Ideal,G,VS2,60.7,56.0,1313,5.4,5.37,3.27
10145,10146,1.14,Ideal,I,SI1,61.8,57.0,4724,6.76,6.68,4.15
9917,9918,1.06,Premium,E,SI1,63.0,56.0,4689,6.54,6.45,4.09
46211,46212,0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21
38421,38422,0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63
14323,14324,1.19,Premium,H,SI1,62.7,56.0,5802,6.76,6.7,4.22
47790,47791,0.71,Very Good,I,SI1,61.9,58.0,1898,5.66,5.69,3.51
45729,45730,0.55,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19
9047,9048,0.4,Good,E,SI2,61.2,61.0,588,4.71,4.74,2.89
46061,46062,0.53,Premium,D,VS2,59.9,58.0,1734,5.26,5.29,3.16
4682,4683,0.71,Ideal,D,SI1,61.4,56.0,3674,5.7,5.74,3.51
11386,11387,0.34,Premium,G,VS2,60.3,59.0,596,4.49,4.53,2.72
5933,5934,1.01,Premium,I,SI1,61.6,58.0,3944,6.45,6.51,3.99
2953,2954,0.7,Very Good,E,VVS2,60.7,56.0,3295,5.77,5.82,3.52
40321,40322,0.5,Premium,J,SI1,60.7,58.0,1125,5.13,5.11,3.11
30025,30026,0.36,Ideal,F,SI1,61.6,56.0,718,4.62,4.57,2.83
23340,23341,0.3,Very Good,H,SI1,61.3,58.0,421,4.29,4.33,2.64
35505,35506,0.41,Premium,E,SI1,61.5,61.0,904,4.78,4.75,2.93
50923,50924,0.7,Premium,F,SI1,60.2,58.0,2319,5.76,5.7,3.45
26886,26887,2.51,Very Good,J,SI1,63.8,55.0,16842,8.51,8.6,5.46
16285,16286,0.92,Ideal,D,VS2,61.4,56.0,6513,6.26,6.28,3.85
8291,8292,1.03,Ideal,H,SI2,61.1,57.0,4384,6.55,6.52,3.99
28213,28214,0.4,Premium,D,SI2,59.9,60.0,666,4.74,4.78,2.85
35807,35808,0.31,Ideal,F,IF,61.9,54.0,914,4.35,4.38,2.7
30848,30849,0.33,Premium,H,VS1,62.9,59.0,743,4.4,4.35,2.75
21053,21054,0.31,Premium,F,VS2,59.7,60.0,625,4.39,4.42,2.63
23843,23844,2.01,Very Good,F,SI2,63.3,59.0,11925,7.98,7.89,5.02
27041,27042,0.32,Ideal,G,VS1,62.1,55.0,645,4.38,4.41,2.73
40799,40800,0.43,Ideal,F,VVS2,61.9,56.0,1169,4.82,4.87,3.0
23118,23119,1.57,Premium,I,VVS2,60.7,58.0,11146,7.54,7.51,4.57
26418,26419,1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68
8129,8130,0.9,Premium,H,VS2,61.2,61.0,4355,6.18,6.08,3.75
653,654,1.01,Ideal,I,I1,61.5,57.0,2844,6.45,6.46,3.97
39955,39956,0.33,Good,D,SI2,63.4,56.0,492,4.4,4.43,2.8
37847,37848,0.33,Premium,D,VS2,61.2,58.0,1002,4.44,4.41,2.71
21009,21010,1.64,Premium,H,SI2,61.9,58.0,9224,7.58,7.54,4.68
16148,16149,1.09,Ideal,H,VS2,62.9,58.0,6453,6.56,6.51,4.11
45446,45447,0.67,Ideal,F,SI2,62.0,58.0,1673,5.6,5.63,3.48
24798,24799,1.24,Ideal,G,IF,62.0,55.0,13178,6.93,6.89,4.29
3545,3546,0.79,Ideal,G,VS1,62.0,56.0,3413,5.91,5.93,3.67
14096,14097,1.23,Premium,I,SI1,62.0,57.0,5717,6.91,6.83,4.26
17097,17098,2.17,Fair,G,I1,55.6,62.0,6817,8.75,8.69,4.8
41329,41330,0.31,Ideal,E,IF,61.8,54.0,1214,4.36,4.38,2.7
44442,44443,0.59,Premium,H,VS2,60.2,60.0,1590,5.45,5.42,3.27
10473,10474,1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,4.01
22516,22517,1.51,Fair,G,VS2,58.1,67.0,10553,7.59,7.49,4.38
2821,2822,0.93,Ideal,F,SI2,62.0,57.0,3266,6.31,6.28,3.9
18405,18406,1.32,Ideal,I,VS1,61.2,57.0,7480,7.06,7.12,4.34
14088,14089,1.35,Premium,J,SI1,61.1,61.0,5715,7.13,7.1,4.35
27188,27189,2.18,Very Good,G,SI2,61.0,60.0,17475,8.29,8.33,5.07
2164,2165,0.7,Very Good,D,VS2,61.2,60.0,3131,5.73,5.77,3.52
45741,45742,0.5,Ideal,E,SI1,61.5,57.0,1700,5.08,5.1,3.13
5280,5281,0.82,Ideal,F,VS2,61.5,57.0,3798,6.01,6.05,3.71
18940,18941,1.01,Premium,D,VS1,61.1,61.0,7785,6.46,6.4,3.93
41972,41973,0.4,Ideal,D,VVS2,62.2,55.0,1263,4.72,4.74,2.94
28183,28184,0.37,Premium,H,SI1,60.4,59.0,666,4.63,4.58,2.78
28029,28030,0.3,Ideal,E,VS2,61.5,55.0,658,4.29,4.33,2.65
19728,19729,1.24,Ideal,F,VS2,62.2,56.0,8298,6.94,6.88,4.3
42591,42592,0.5,Very Good,E,SI1,62.7,55.0,1331,5.06,5.09,3.18
39803,39804,0.38,Ideal,F,VVS1,61.0,57.0,1096,4.67,4.71,2.86
32103,32104,0.33,Premium,D,VS2,61.2,58.0,781,4.41,4.44,2.71
17137,17138,1.5,Fair,H,SI1,65.0,57.0,6838,7.1,7.06,4.6
34621,34622,0.31,Ideal,E,VS2,60.9,57.0,872,4.36,4.34,2.65
2163,2164,0.74,Ideal,G,SI1,61.3,57.0,3130,5.81,5.83,3.57
53038,53039,0.53,Ideal,E,VVS1,62.1,55.0,2604,5.18,5.23,3.23
47007,47008,0.75,Good,G,SI2,63.6,58.0,1819,5.75,5.7,3.64
1250,1251,0.72,Ideal,H,VVS1,62.5,57.0,2946,5.7,5.73,3.57
10918,10919,0.9,Premium,H,VVS1,62.3,59.0,4890,6.15,6.09,3.81
8818,8819,1.08,Premium,I,SI1,62.2,58.0,4476,6.6,6.56,4.09
36734,36735,0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73
43490,43491,0.51,Premium,F,SI1,61.4,59.0,1421,5.13,5.13,3.16
4983,4984,0.71,Ideal,G,IF,60.9,57.0,3739,5.74,5.79,3.51
32977,32978,0.37,Ideal,E,VS2,61.6,57.0,811,4.61,4.65,2.85
16139,16140,1.2,Ideal,H,SI1,62.0,58.0,6450,6.78,6.83,4.22
28330,28331,0.33,Ideal,F,VS2,61.6,55.0,666,4.45,4.48,2.75
21872,21873,1.51,Very Good,E,SI2,62.3,62.0,9936,7.15,7.26,4.49
52632,52633,0.33,Very Good,I,VVS2,61.6,57.0,552,4.43,4.45,2.73
43658,43659,0.5,Very Good,F,VS2,59.4,59.0,1436,5.19,5.22,3.09
3656,3657,0.8,Premium,D,SI1,62.9,60.0,3441,5.94,5.89,3.72
1561,1562,0.72,Ideal,F,SI1,62.3,56.0,3004,5.77,5.79,3.6
22293,22294,1.29,Premium,F,VS1,60.9,58.0,10341,6.97,7.01,4.26
44981,44982,0.31,Premium,G,SI2,61.8,59.0,523,4.34,4.3,2.67
31130,31131,0.3,Very Good,E,VS1,61.7,56.0,755,4.3,4.33,2.66
5091,5092,0.9,Good,D,SI1,64.1,56.0,3755,6.04,6.07,3.88
45532,45533,0.56,Very Good,G,VS1,60.2,56.0,1686,5.35,5.37,3.23
48337,48338,0.63,Premium,F,VS2,58.2,61.0,1960,5.68,5.62,3.29
6966,6967,1.14,Ideal,H,SI2,62.6,57.0,4150,6.71,6.65,4.18
42979,42980,0.41,Ideal,G,IF,62.4,54.0,1367,4.74,4.78,2.97
26761,26762,2.0,Very Good,F,SI1,63.6,58.0,16580,7.91,7.98,5.05
25277,25278,2.0,Ideal,I,SI2,61.1,59.0,13921,8.07,8.11,4.94
51870,51871,0.71,Ideal,F,SI1,61.4,55.0,2427,5.75,5.82,3.55
21314,21315,1.61,Good,G,VS2,63.8,58.0,9467,7.43,7.36,4.72
42333,42334,0.45,Ideal,G,VVS1,61.5,57.0,1297,4.91,4.95,3.03
45040,45041,0.54,Very Good,F,VS2,60.9,55.0,1639,5.25,5.31,3.21
40517,40518,0.48,Ideal,G,SI1,61.6,55.0,1145,5.06,5.1,3.13
13385,13386,0.37,Ideal,J,IF,61.9,54.0,601,4.63,4.68,2.88
16632,16633,1.12,Ideal,G,VS2,62.0,56.0,6652,6.64,6.69,4.13
49270,49271,0.64,Ideal,E,SI1,62.0,56.0,2089,5.57,5.53,3.44
41463,41464,0.41,Ideal,G,VVS1,61.7,55.0,1230,4.79,4.77,2.95
3999,4000,0.74,Ideal,D,SI1,61.8,56.0,3517,5.84,5.88,3.62
49231,49232,0.54,Ideal,F,VS1,61.1,55.0,2083,5.26,5.32,3.23
37069,37070,0.55,Good,J,VS1,63.8,61.0,969,5.09,5.12,3.26
29610,29611,0.23,Very Good,G,VVS2,58.1,59.0,438,4.09,4.03,2.36
40986,40987,0.5,Ideal,E,SI2,63.0,57.0,1181,5.09,5.04,3.19
53260,53261,0.93,Premium,E,I1,62.3,60.0,2647,6.23,6.2,3.87
39910,39911,0.5,Ideal,E,SI2,61.8,58.0,1104,5.08,5.11,3.15
13601,13602,1.15,Ideal,G,VS2,59.2,56.0,5564,6.88,6.83,0.0
35009,35010,0.4,Good,F,SI1,63.6,56.0,882,4.68,4.63,2.96
37078,37079,0.41,Ideal,F,SI1,62.7,57.0,969,4.74,4.7,2.96
2589,2590,0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58
37391,37392,0.5,Ideal,I,SI1,61.9,58.0,982,5.06,5.09,3.14
6298,6299,0.91,Ideal,I,VS1,61.9,56.0,4022,6.2,6.23,3.85
13227,13228,1.06,Premium,H,SI1,61.0,60.0,5461,6.59,6.56,4.01
34688,34689,0.3,Ideal,F,IF,61.3,55.0,873,4.32,4.36,2.66
50709,50710,0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
45325,45326,0.32,Good,E,SI1,63.1,56.0,524,4.34,4.37,2.75
4721,4722,0.3,Ideal,H,SI1,61.6,57.0,572,4.28,4.32,2.65
16066,16067,1.2,Premium,H,VS2,62.5,58.0,6416,6.77,6.73,4.23
458,459,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52
12767,12768,1.14,Premium,G,SI1,62.2,58.0,5326,6.64,6.7,4.15
2555,2556,0.8,Very Good,H,VS1,61.7,62.0,3209,5.89,5.94,3.65
29442,29443,0.38,Very Good,D,SI1,61.3,57.0,701,4.67,4.7,2.87
47107,47108,0.7,Premium,J,SI1,63.0,56.0,1827,5.66,5.61,3.55
53459,53460,0.7,Ideal,E,SI1,62.8,55.0,2677,5.65,5.69,3.56
11089,11090,1.0,Good,D,SI1,63.8,53.0,4928,6.35,6.4,4.07
21950,21951,1.26,Very Good,G,VVS2,60.9,56.0,10020,6.95,7.01,4.25
4389,4390,0.31,Ideal,D,SI1,62.6,57.0,571,4.3,4.33,2.7
15489,15490,1.02,Very Good,H,VS1,61.4,56.5,6204,6.44,6.47,3.97
2553,2554,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8
32150,32151,0.39,Ideal,I,VVS2,62.3,54.0,787,4.66,4.69,2.91
20223,20224,1.53,Very Good,E,SI2,63.1,59.0,8654,7.38,7.21,4.61
10120,10121,1.02,Premium,D,SI2,60.3,58.0,4718,6.52,6.48,3.92
32490,32491,0.32,Ideal,G,VVS1,61.1,55.0,796,4.46,4.48,2.73
9864,9865,1.03,Good,G,SI1,63.2,58.0,4679,6.38,6.43,4.05
47793,47794,0.7,Good,I,SI1,63.5,59.0,1899,5.62,5.65,3.58
3857,3858,0.72,Ideal,G,VS1,61.4,56.0,3478,5.75,5.79,3.55
50657,50658,0.31,Very Good,E,SI1,62.0,58.0,544,4.3,4.35,2.68
24125,24126,1.76,Very Good,H,SI1,63.1,59.0,12288,7.69,7.59,4.82
19861,19862,1.3,Ideal,G,SI1,61.6,55.0,8416,7.01,7.05,4.33
1010,1011,0.7,Very Good,F,SI1,61.9,58.0,2900,5.71,5.72,3.54
5363,5364,1.01,Fair,G,SI2,59.8,66.0,3816,6.42,6.48,3.86
1505,1506,0.72,Ideal,D,SI1,61.1,59.0,2993,5.76,5.8,3.53
48917,48918,0.54,Ideal,E,VS1,61.0,56.0,2041,5.35,5.24,3.23
24952,24953,2.14,Premium,H,SI2,61.2,57.0,13421,8.36,8.32,5.1
22695,22696,0.31,Ideal,H,VVS2,62.3,54.0,630,4.36,4.38,2.72
45417,45418,0.55,Ideal,E,SI1,60.6,56.0,1668,5.33,5.3,3.22
40492,40493,0.42,Premium,F,VVS2,61.7,59.0,1142,4.78,4.82,2.96
51032,51033,0.48,Very Good,D,VVS2,59.5,57.0,2329,5.16,5.12,3.06
934,935,1.03,Fair,I,SI2,65.3,55.0,2884,6.32,6.27,4.11
19283,19284,1.02,Premium,G,VVS1,62.1,59.0,8005,6.39,6.36,3.96
